#                        id   b      mag     nPix_g     nPix_s       sky    skyErr_s   skyStdErr_s    magErr_r    magErr_s    magErr_t    delMag_p    delMag_m
NGVSJ12:31:33.92+12:04:03.2   I   18.166      28873      13333     3.788   4.302e-02     2.151e-02   6.299e-03   7.329e-05   1.330e-02   1.238e-02   1.253e-02
NGVSJ12:31:33.92+12:04:03.2   Z   18.610      13463      13333     5.500   4.353e-01     2.176e-01   1.141e-02   7.621e-04   8.861e-02   8.501e-02   9.224e-02
NGVSJ12:31:34.12+12:54:17.6   U   25.430        209      54686     0.140   3.587e-02     1.793e-02   1.464e-01   4.183e-03   1.455e-01   5.885e-02   6.222e-02
NGVSJ12:31:34.12+12:54:17.6   G   22.300       7953      51571     0.789   2.429e-02     1.215e-02   4.455e-02   9.783e-04   9.269e-02   8.391e-02   9.094e-02
NGVSJ12:31:34.12+12:54:17.6   R   22.223       1859      51394     0.723   3.864e-02     1.932e-02   2.612e-02   7.008e-04   4.274e-02   2.980e-02   3.064e-02
NGVSJ12:31:34.12+12:54:17.6   I   21.570       5497      53219     2.066   9.604e-02     4.802e-02   5.479e-02   1.641e-03   1.237e-01   1.153e-01   1.291e-01
NGVSJ12:31:34.12+12:54:17.6   Z   23.740        299      54032     3.900   3.123e-01     1.561e-01   1.879e-01   9.185e-03   1.701e-01   1.482e-01   1.717e-01
NGVSJ12:31:35.09+11:54:46.9   U   23.190       3815      53910     0.028   2.846e-02     1.423e-02   8.208e-02   1.802e-03   1.209e-01   1.059e-01   1.174e-01
NGVSJ12:31:35.09+11:54:46.9   G   21.413      70831      50399     1.051   2.799e-02     1.399e-02   5.539e-02   1.486e-03   3.960e-01   3.372e-01   4.917e-01
NGVSJ12:31:35.09+11:54:46.9   R   21.527       7953      50728     0.970   3.911e-02     1.955e-02   3.190e-02   7.727e-04   7.232e-02   6.681e-02   7.119e-02
NGVSJ12:31:35.09+11:54:46.9   I   21.319       5497      52084     2.301   9.909e-02     4.955e-02   4.707e-02   1.344e-03   1.016e-01   9.533e-02   1.045e-01
NGVSJ12:31:35.09+11:54:46.9   Z   20.661      16483      53268     2.492   4.061e-02     2.030e-02   7.691e-02   5.202e-04   6.840e-02   6.482e-02   6.894e-02
NGVSJ12:31:35.38+12:10:07.4   U   20.049      31293      35039     2.194   2.387e-01     1.194e-01   1.778e-02   2.398e-03   4.244e-01   3.581e-01   5.381e-01
NGVSJ12:31:35.38+12:10:07.4   G   18.893      37885      32164     4.280   7.045e-01     3.523e-01   5.251e-03   2.686e-03   5.228e-01   4.267e-01   7.130e-01
NGVSJ12:31:35.38+12:10:07.4   R   17.939      67169      33346     6.576   1.597e+00     7.983e-01   3.902e-03   3.366e-03   8.723e-01   6.403e-01   1.766e+00
NGVSJ12:31:35.38+12:10:07.4   I   18.612      37885      33346     5.100   1.414e-01     7.070e-02   1.155e-02   4.161e-04   8.119e-02   7.810e-02   8.416e-02
NGVSJ12:31:35.38+12:10:07.4   Z   17.436      67169      33346     9.451   1.236e+00     6.178e-01   8.899e-03   1.639e-03   4.248e-01   3.585e-01   5.388e-01
NGVSJ12:31:36.13+12:20:12.2   U   25.332        429      95290     0.571   7.359e-02     3.679e-02   1.847e-01   1.123e-02   2.648e-01   2.108e-01   2.619e-01
NGVSJ12:31:36.13+12:20:12.2   G   23.018       2671      89060     2.276   1.155e-02     5.773e-03   4.865e-02   5.220e-04   5.126e-02   2.665e-02   2.732e-02
NGVSJ12:31:36.13+12:20:12.2   R   22.749       1859      88679     2.502   2.340e-02     1.170e-02   4.901e-02   6.888e-04   4.863e-02   2.930e-02   3.011e-02
NGVSJ12:31:36.13+12:20:12.2   I   22.743        891      91248     3.115   6.537e-02     3.269e-02   7.240e-02   1.325e-03   5.513e-02   3.885e-02   4.029e-02
NGVSJ12:31:36.13+12:20:12.2   Z   24.460        429      93257     4.400   2.386e-01     1.193e-01   4.065e-01   1.632e-02   3.484e-01   2.942e-01   4.048e-01
NGVSJ12:31:36.42+13:05:19.7   U   19.983      63919     185895     0.092   3.827e-02     1.914e-02   1.704e-02   5.171e-04   1.312e-01   1.234e-01   1.393e-01
NGVSJ12:31:36.42+13:05:19.7   G   18.482     136959     185895     1.066   2.385e-02     1.193e-02   5.804e-03   1.184e-04   4.414e-02   4.295e-02   4.472e-02
NGVSJ12:31:36.42+13:05:19.7   R   18.015     200561     185890     0.616   2.354e-02     1.177e-02   5.923e-03   9.198e-05   4.142e-02   4.043e-02   4.199e-02
NGVSJ12:31:36.42+13:05:19.7   I   17.602     165741     185869     1.453   2.462e-02     1.231e-02   8.012e-03   5.978e-05   2.460e-02   2.407e-02   2.461e-02
NGVSJ12:31:36.42+13:05:19.7   Z   17.137     200561     185849     2.900   2.478e-01     1.239e-01   1.172e-02   4.312e-04   1.931e-01   1.777e-01   2.126e-01
NGVSJ12:31:37.22+12:46:30.8   U   22.765       2011      47044     0.169   1.667e-02     8.337e-03   3.922e-02   5.181e-04   4.522e-02   2.299e-02   2.349e-02
NGVSJ12:31:37.22+12:46:30.8   G   21.435       4167      44686     0.582   1.898e-02     9.491e-03   1.456e-02   2.494e-04   2.648e-02   1.598e-02   1.622e-02
NGVSJ12:31:37.22+12:46:30.8   R   20.859      12401      44731     0.041   3.229e-02     1.614e-02   1.920e-02   4.306e-04   5.059e-02   4.692e-02   4.904e-02
NGVSJ12:31:37.22+12:46:30.8   I   21.223       1395      46019     2.297   6.336e-02     3.168e-02   2.010e-02   3.963e-04   2.414e-02   1.470e-02   1.490e-02
NGVSJ12:31:37.22+12:46:30.8   Z   20.761       4167      47202     4.100   1.757e-01     8.787e-02   4.514e-02   1.241e-03   8.160e-02   7.731e-02   8.324e-02
NGVSJ12:31:38.75+11:49:44.7   U   22.939       2411      39741     0.080   3.760e-02     1.880e-02   5.186e-02   1.502e-03   8.488e-02   7.134e-02   7.636e-02
NGVSJ12:31:38.75+11:49:44.7   G   21.271      19689      35359     0.881   2.572e-02     1.286e-02   2.555e-02   6.315e-04   9.074e-02   8.519e-02   9.244e-02
NGVSJ12:31:38.75+11:49:44.7   R   21.002      11115      28140     0.478   1.801e-02     9.004e-03   2.318e-02   2.594e-04   3.232e-02   2.701e-02   2.769e-02
NGVSJ12:31:38.75+11:49:44.7   I   20.967       3545      27926     2.437   1.233e-01     6.163e-02   2.728e-02   9.708e-04   6.024e-02   5.632e-02   5.940e-02
NGVSJ12:31:38.75+11:49:44.7   Z   20.401       7595      36028     2.870   5.159e-02     2.580e-02   4.103e-02   3.531e-04   3.343e-02   3.035e-02   3.122e-02
NGVSJ12:31:41.52+11:48:04.6   U   24.697        465      32812     0.333   9.555e-02     4.777e-02   1.154e-01   8.461e-03   2.054e-01   1.687e-01   1.998e-01
NGVSJ12:31:41.52+11:48:04.6   G   23.560        465      29890     1.150   1.936e-01     9.682e-02   3.272e-02   6.018e-03   1.413e-01   1.226e-01   1.382e-01
NGVSJ12:31:41.52+11:48:04.6   R   22.279       2011      29477     0.650   2.567e-01     1.284e-01   3.203e-02   5.099e-03   2.307e-01   2.075e-01   2.567e-01
NGVSJ12:31:41.52+11:48:04.6   I   22.565        465      30519     2.650   1.230e-01     6.152e-02   4.325e-02   1.529e-03   4.836e-02   3.248e-02   3.348e-02
NGVSJ12:31:41.52+11:48:04.6   Z   23.004        327      30638     3.100   4.476e-01     2.238e-01   9.327e-02   6.990e-03   1.336e-01   1.196e-01   1.344e-01
NGVSJ12:31:43.84+11:51:51.3   U   23.671        615      55108     0.093   4.680e-02     2.340e-02   5.166e-02   1.853e-03   7.468e-02   4.500e-02   4.695e-02
NGVSJ12:31:43.84+11:51:51.3   G   22.327       1859      52710     0.962   8.507e-03     4.254e-03   2.083e-02   1.698e-04   3.254e-02   7.296e-03   7.346e-03
NGVSJ12:31:43.84+11:51:51.3   R   21.957       1287      53830     0.748   5.319e-02     2.659e-02   1.905e-02   6.282e-04   3.497e-02   2.231e-02   2.277e-02
NGVSJ12:31:43.84+11:51:51.3   I   22.239        615      54457     2.380   2.165e-02     1.082e-02   3.688e-02   2.292e-04   3.097e-02   5.668e-03   5.698e-03
NGVSJ12:31:43.84+11:51:51.3   Z   20.824       3815      55673     2.680   3.709e-01     1.855e-01   4.304e-02   2.657e-03   1.649e-01   1.528e-01   1.779e-01
NGVSJ12:31:44.03+12:36:44.6   U   19.802      22111     171747     0.381   1.206e-02     6.028e-03   7.442e-03   8.110e-05   1.561e-02   1.199e-02   1.213e-02
NGVSJ12:31:44.03+12:36:44.6   G   18.521      83971     161241     0.320   2.533e-02     1.266e-02   4.374e-03   1.020e-04   3.008e-02   2.917e-02   2.998e-02
NGVSJ12:31:44.03+12:36:44.6   R   17.994      83971     154856     0.227   4.159e-02     2.079e-02   3.642e-03   1.031e-04   3.019e-02   2.948e-02   3.030e-02
NGVSJ12:31:44.03+12:36:44.6   I   17.843      32383     163947     2.514   9.355e-02     4.677e-02   4.360e-03   1.253e-04   2.291e-02   2.232e-02   2.279e-02
NGVSJ12:31:44.03+12:36:44.6   Z   17.559      83971     169996     3.829   2.774e-01     1.387e-01   1.079e-02   4.607e-04   1.335e-01   1.259e-01   1.424e-01
NGVSJ12:31:47.45+12:58:14.4   U   22.951       1271      63770    -0.020   2.915e-02     1.458e-02   3.634e-02   8.547e-04   5.210e-02   3.005e-02   3.091e-02
NGVSJ12:31:47.45+12:58:14.4   G   22.030       1271      55797     0.695   1.267e-02     6.335e-03   1.454e-02   1.590e-04   2.823e-02   5.655e-03   5.685e-03
NGVSJ12:31:47.45+12:58:14.4   R   21.639       5117      60889     0.265   1.481e-02     7.407e-03   2.698e-02   2.603e-04   2.967e-02   1.846e-02   1.878e-02
NGVSJ12:31:47.45+12:58:14.4   I   21.538       1271      63086     1.394   2.370e-02     1.185e-02   2.628e-02   1.891e-04   2.305e-02   6.721e-03   6.762e-03
NGVSJ12:31:47.45+12:58:14.4   Z   22.158        785      49206     3.708   1.111e-01     5.554e-02   7.450e-02   1.233e-03   4.532e-02   3.401e-02   3.511e-02
NGVSJ12:31:47.86+12:18:21.5   U   23.764       2011      46420     0.520   1.863e-02     9.317e-03   9.409e-02   1.453e-03   8.957e-02   6.329e-02   6.720e-02
NGVSJ12:31:47.86+12:18:21.5   G   21.397      53391      44337     1.917   2.514e-02     1.257e-02   4.876e-02   1.142e-03   2.646e-01   2.362e-01   3.023e-01
NGVSJ12:31:47.86+12:18:21.5   R   20.790      37053      44984     2.242   3.513e-02     1.757e-02   3.610e-02   7.600e-04   1.471e-01   1.372e-01   1.571e-01
NGVSJ12:31:47.86+12:18:21.5   I   21.207       5987      46037     2.666   6.266e-02     3.133e-02   4.551e-02   8.000e-04   6.473e-02   6.020e-02   6.373e-02
NGVSJ12:31:47.86+12:18:21.5   Z   21.937       2011      46695     3.445   1.568e-01     7.841e-02   8.591e-02   2.273e-03   1.053e-01   9.743e-02   1.070e-01
NGVSJ12:31:48.01+12:21:33.1   U   23.156       9181     639819     0.542   2.157e-02     1.079e-02   1.016e-01   2.053e-03   2.021e-01   1.808e-01   2.171e-01
NGVSJ12:31:48.01+12:21:33.1   G   19.769     245581     609018     0.580   1.433e-02     7.165e-03   1.923e-02   3.116e-04   1.547e-01   1.444e-01   1.666e-01
NGVSJ12:31:48.01+12:21:33.1   R   19.710      94685     613461     0.580   2.580e-02     1.290e-02   1.735e-02   3.299e-04   1.020e-01   9.705e-02   1.066e-01
NGVSJ12:31:48.01+12:21:33.1   I   19.159     114531     630218     1.150   1.350e-02     6.750e-03   2.507e-02   1.143e-04   3.938e-02   3.801e-02   3.939e-02
NGVSJ12:31:48.01+12:21:33.1   Z   20.597      13231     641177     2.880   1.082e-01     5.408e-02   5.425e-02   1.170e-03   1.354e-01   1.269e-01   1.437e-01
NGVSJ12:31:51.33+12:39:25.2   U   15.592     552723    4507281     0.369   2.509e-02     1.254e-02   8.359e-04   1.747e-05   1.306e-02   1.291e-02   1.306e-02
NGVSJ12:31:51.33+12:39:25.2   G   14.445     887815    4391138     0.393   1.444e-02     7.221e-03   3.604e-04   4.431e-06   4.259e-03   4.167e-03   4.183e-03
NGVSJ12:31:51.33+12:39:25.2   R   13.835    1074241    4182318     0.246   5.192e-02     2.596e-02   3.175e-04   9.990e-06   1.037e-02   1.030e-02   1.040e-02
NGVSJ12:31:51.33+12:39:25.2   I   13.483     887815    4544607     2.657   1.075e-01     5.377e-02   4.400e-04   1.360e-05   1.283e-02   1.274e-02   1.289e-02
NGVSJ12:31:51.33+12:39:25.2   Z   13.425     552723    4686955     3.400   3.472e-01     1.736e-01   6.704e-04   3.285e-05   2.442e-02   2.415e-02   2.470e-02
NGVSJ12:31:52.01+12:28:54.5   U   16.806     197131     385693     0.492   1.874e-02     9.369e-03   1.423e-03   2.383e-05   1.087e-02   1.053e-02   1.063e-02
NGVSJ12:31:52.01+12:28:54.5   G   15.675     197131     308034     0.066   4.864e-02     2.432e-02   4.989e-04   2.183e-05   9.805e-03   9.650e-03   9.736e-03
NGVSJ12:31:52.01+12:28:54.5   R   15.141     197131     285816    -0.209   3.584e-02     1.792e-02   4.085e-04   9.837e-06   4.519e-03   4.359e-03   4.376e-03
NGVSJ12:31:52.01+12:28:54.5   I   14.871     197131     363479     2.584   1.144e-01     5.719e-02   7.060e-04   2.448e-05   1.092e-02   1.081e-02   1.092e-02
NGVSJ12:31:52.01+12:28:54.5   Z   14.700     168377     331919     4.090   1.759e-01     8.793e-02   1.101e-03   2.972e-05   1.223e-02   1.213e-02   1.226e-02
NGVSJ12:31:52.90+12:15:59.1   U   19.069       8335      71451     0.450   2.852e-02     1.426e-02   3.485e-03   5.996e-05   8.943e-03   5.460e-03   5.488e-03
NGVSJ12:31:52.90+12:15:59.1   G   17.831      14755      74583     1.800   2.413e-02     1.206e-02   1.293e-03   2.158e-05   4.782e-03   2.619e-03   2.625e-03
NGVSJ12:31:52.90+12:15:59.1   R   17.260      12205      79207     2.000   9.458e-02     4.729e-02   1.013e-03   4.547e-05   5.890e-03   5.012e-03   5.035e-03
NGVSJ12:31:52.90+12:15:59.1   I   16.909      14755      86507     2.397   3.112e-02     1.556e-02   1.783e-03   1.191e-05   2.989e-03   1.445e-03   1.447e-03
NGVSJ12:31:52.90+12:15:59.1   Z   16.711      10079      99184     2.500   1.383e-01     6.914e-02   2.005e-03   3.644e-05   4.368e-03   3.652e-03   3.664e-03
NGVSJ12:31:53.09+13:15:44.1   U   23.160       1859      49982     0.130   3.451e-02     1.726e-02   4.759e-02   1.484e-03   7.910e-02   6.215e-02   6.593e-02
NGVSJ12:31:53.09+13:15:44.1   G   21.198      23709      44984     1.300   5.153e-02     2.576e-02   2.860e-02   1.298e-03   2.008e-01   1.835e-01   2.209e-01
NGVSJ12:31:53.09+13:15:44.1   R   20.967      11445      44875     1.130   5.695e-02     2.847e-02   2.061e-02   8.059e-04   8.787e-02   8.296e-02   8.983e-02
NGVSJ12:31:53.09+13:15:44.1   I   20.950       3815      47732     1.330   1.465e-01     7.325e-02   2.596e-02   1.178e-03   7.470e-02   7.045e-02   7.534e-02
NGVSJ12:31:53.09+13:15:44.1   Z   21.291       2671      49727     2.850   2.622e-01     1.311e-01   5.848e-02   2.416e-03   1.264e-01   1.182e-01   1.326e-01
NGVSJ12:31:55.11+12:56:43.0   U   23.942       2691      97795     0.060   2.378e-02     1.189e-02   1.322e-01   2.527e-03   1.471e-01   1.238e-01   1.397e-01
NGVSJ12:31:55.11+12:56:43.0   G   23.292       1871      93443     0.593   3.897e-02     1.949e-02   5.544e-02   1.898e-03   9.584e-02   7.915e-02   8.537e-02
NGVSJ12:31:55.11+12:56:43.0   R   22.078      11541      93607     0.047   2.027e-02     1.013e-02   6.081e-02   8.014e-04   9.062e-02   8.285e-02   8.970e-02
NGVSJ12:31:55.11+12:56:43.0   I   22.733       1299      96227     1.408   4.165e-02     2.082e-02   7.916e-02   1.010e-03   5.278e-02   3.580e-02   3.703e-02
NGVSJ12:31:55.11+12:56:43.0   Z   23.369       1299      93869     0.723   6.197e-02     3.098e-02   2.848e-01   2.699e-03   1.100e-01   9.318e-02   1.019e-01
NGVSJ12:31:55.93+12:10:27.0   U   15.743     573621     727668     0.720   1.194e-01     5.971e-02   1.160e-03   9.734e-05   7.374e-02   7.133e-02   7.634e-02
NGVSJ12:31:55.93+12:10:27.0   G   14.524     694021     899825     2.100   1.457e-01     7.286e-02   3.451e-04   4.251e-05   3.543e-02   3.485e-02   3.601e-02
NGVSJ12:31:55.93+12:10:27.0   R   13.911     839835     843209     2.100   3.551e-01     1.775e-01   3.240e-04   6.479e-05   5.938e-02   5.781e-02   6.106e-02
NGVSJ12:31:55.93+12:10:27.0   I   13.608     694021    1014600     2.700   1.135e-01     5.677e-02   4.720e-04   1.425e-05   1.188e-02   1.180e-02   1.193e-02
NGVSJ12:31:55.93+12:10:27.0   Z   13.273     694021     734192     6.000   8.983e-01     4.492e-01   6.285e-04   8.280e-05   6.898e-02   6.687e-02   7.127e-02
NGVSJ12:31:56.40+11:58:21.6   U   18.008     452035    1533945     0.418   1.913e-02     9.565e-03   7.783e-03   1.115e-04   7.508e-02   7.248e-02   7.766e-02
NGVSJ12:31:56.40+11:58:21.6   G   17.084     174283    1533945     0.400   3.347e-02     1.674e-02   1.543e-03   5.172e-05   2.177e-02   2.138e-02   2.181e-02
NGVSJ12:31:56.40+11:58:21.6   R   16.432     210889    2073240    -0.050   3.723e-02     1.861e-02   1.402e-03   3.470e-05   1.607e-02   1.582e-02   1.605e-02
NGVSJ12:31:56.40+11:58:21.6   I   16.148     174283    1533887     0.755   4.295e-02     2.147e-02   2.129e-03   2.802e-05   1.184e-02   1.163e-02   1.176e-02
NGVSJ12:31:56.40+11:58:21.6   Z   16.020     174283    1955899     2.075   5.811e-02     2.906e-02   3.306e-03   3.370e-05   1.417e-02   1.398e-02   1.416e-02
NGVSJ12:32:00.19+13:04:55.4   U   17.969     154489     337180    -0.029   1.681e-02     8.405e-03   4.102e-03   5.525e-05   2.213e-02   2.150e-02   2.193e-02
NGVSJ12:32:00.19+13:04:55.4   G   16.862     226205     337179     0.980   1.834e-02     9.172e-03   1.763e-03   2.632e-05   1.278e-02   1.244e-02   1.259e-02
NGVSJ12:32:00.19+13:04:55.4   R   16.475     186941     336924     0.786   2.379e-02     1.189e-02   1.509e-03   2.172e-05   9.633e-03   9.351e-03   9.433e-03
NGVSJ12:32:00.19+13:04:55.4   I   16.097     226205     337142     1.750   8.993e-02     4.497e-02   2.446e-03   6.378e-05   3.039e-02   2.992e-02   3.077e-02
NGVSJ12:32:00.19+13:04:55.4   Z   16.529      55531     337177     5.200   2.354e-01     1.177e-01   3.823e-03   1.231e-04   2.910e-02   2.863e-02   2.941e-02
NGVSJ12:32:00.75+12:37:13.2   U   17.707      80279    1000362     0.388   1.710e-02     8.550e-03   2.323e-03   3.183e-05   9.776e-03   8.980e-03   9.055e-03
NGVSJ12:32:00.75+12:37:13.2   G   16.455     229059     918916     0.330   3.208e-02     1.604e-02   1.181e-03   3.183e-05   1.538e-02   1.513e-02   1.534e-02
NGVSJ12:32:00.75+12:37:13.2   R   15.954     229059     894253     0.297   5.358e-02     2.679e-02   9.803e-04   3.352e-05   1.613e-02   1.592e-02   1.616e-02
NGVSJ12:32:00.75+12:37:13.2   I   15.666     189293     965752     2.735   1.157e-01     5.787e-02   1.512e-03   5.048e-05   2.201e-02   2.174e-02   2.219e-02
NGVSJ12:32:00.75+12:37:13.2   Z   15.428     189293     951388     4.677   2.578e-01     1.289e-01   2.471e-03   9.032e-05   3.932e-02   3.860e-02   4.002e-02
NGVSJ12:32:01.12+13:04:31.5   U   21.815      19521     585505    -0.060   1.900e-02     9.501e-03   4.631e-02   7.669e-04   1.100e-01   1.022e-01   1.128e-01
NGVSJ12:32:01.12+13:04:31.5   G   20.829      23623     585502     0.940   1.507e-02     7.537e-03   2.086e-02   2.699e-04   4.443e-02   4.071e-02   4.230e-02
NGVSJ12:32:01.12+13:04:31.5   R   20.382      19521     585194     0.700   4.267e-02     2.134e-02   1.645e-02   4.601e-04   6.558e-02   6.246e-02   6.627e-02
NGVSJ12:32:01.12+13:04:31.5   I   19.986      23623     585430     1.626   6.564e-02     3.282e-02   2.699e-02   5.406e-04   8.379e-02   8.007e-02   8.645e-02
NGVSJ12:32:01.12+13:04:31.5   Z   19.567      13347     585503     5.300   2.692e-01     1.346e-01   2.769e-02   1.133e-03   1.312e-01   1.236e-01   1.395e-01
NGVSJ12:32:01.88+13:24:02.0   U   25.348        241      21066     0.682   2.899e-02     1.450e-02   1.333e-01   3.367e-03   1.377e-01   5.104e-02   5.356e-02
NGVSJ12:32:01.88+13:24:02.0   G   23.238       1111      25367     1.767   5.442e-02     2.721e-02   1.012e-01   1.943e-03   8.075e-02   6.291e-02   6.678e-02
NGVSJ12:32:01.88+13:24:02.0   R   22.614       2387      25197     1.617   4.951e-02     2.476e-02   7.650e-02   1.459e-03   7.993e-02   6.902e-02   7.371e-02
NGVSJ12:32:01.88+13:24:02.0   I   22.216       2897      26540     1.181   3.220e-02     1.610e-02   7.129e-02   7.243e-04   4.927e-02   3.830e-02   3.970e-02
NGVSJ12:32:01.88+13:24:02.0   Z   21.619       2387      27284     4.413   1.672e-01     8.361e-02   7.415e-02   1.970e-03   9.895e-02   9.223e-02   1.008e-01
NGVSJ12:32:02.74+11:53:24.3   U   15.928     852739     542367     0.135   1.496e-02     7.482e-03   1.595e-03   1.763e-05   1.637e-02   1.616e-02   1.641e-02
NGVSJ12:32:02.74+11:53:24.3   G   14.764     582443     523274     0.900   1.799e-02     8.997e-03   3.738e-04   5.999e-06   4.681e-03   4.569e-03   4.588e-03
NGVSJ12:32:02.74+11:53:24.3   R   14.129     852739     552830     0.950   9.440e-02     4.720e-02   3.854e-04   2.122e-05   1.961e-02   1.942e-02   1.977e-02
NGVSJ12:32:02.74+11:53:24.3   I   13.797    1031803     527281     2.422   3.164e-02     1.582e-02   6.674e-04   5.761e-06   5.885e-03   5.836e-03   5.868e-03
NGVSJ12:32:02.74+11:53:24.3   Z   13.622     704805     585804     1.611   1.264e-01     6.321e-02   8.397e-04   1.619e-05   1.361e-02   1.351e-02   1.368e-02
NGVSJ12:32:03.77+13:04:25.1   U   23.429        891      54919    -0.012   2.772e-02     1.386e-02   4.353e-02   1.057e-03   6.139e-02   3.110e-02   3.202e-02
NGVSJ12:32:03.77+13:04:25.1   G   21.593       2671      49522     0.990   2.587e-02     1.293e-02   1.399e-02   3.147e-04   2.785e-02   1.615e-02   1.639e-02
NGVSJ12:32:03.77+13:04:25.1   R   20.795       7953      48533     0.718   5.291e-02     2.646e-02   1.519e-02   5.328e-04   5.002e-02   4.650e-02   4.858e-02
NGVSJ12:32:03.77+13:04:25.1   I   21.328       1859      51978     1.773   2.030e-01     1.015e-01   2.579e-02   1.614e-03   7.243e-02   6.747e-02   7.194e-02
NGVSJ12:32:03.77+13:04:25.1   Z   21.432       2671      54254     4.502   1.073e-01     5.363e-02   6.868e-02   1.125e-03   6.183e-02   5.665e-02   5.977e-02
NGVSJ12:32:03.79+12:34:010.0   U   23.063       1859      55415     0.334   1.216e-02     6.082e-03   4.628e-02   4.782e-04   4.904e-02   2.043e-02   2.082e-02
NGVSJ12:32:03.79+12:34:010.0   G   22.202       3815      53549     0.189   3.617e-02     1.808e-02   2.891e-02   9.216e-04   6.431e-02   5.548e-02   5.847e-02
NGVSJ12:32:03.79+12:34:010.0   R   21.817       2671      53184     0.257   5.668e-02     2.834e-02   2.172e-02   8.477e-04   5.048e-02   4.295e-02   4.472e-02
NGVSJ12:32:03.79+12:34:010.0   I   21.773       1859      54832     2.497   1.067e-01     5.337e-02   3.928e-02   1.279e-03   6.037e-02   5.379e-02   5.660e-02
NGVSJ12:32:03.79+12:34:010.0   Z   20.805       3815      55930     4.700   8.183e-02     4.092e-02   4.511e-02   5.759e-04   3.890e-02   3.500e-02   3.617e-02
NGVSJ12:32:04.80+12:23:42.0   U   21.273       7207      38152     0.170   2.358e-02     1.179e-02   1.778e-02   3.510e-04   3.562e-02   2.940e-02   3.022e-02
NGVSJ12:32:04.80+12:23:42.0   G   20.199      29481      33666     1.476   6.809e-03     3.404e-03   1.175e-02   7.623e-05   1.769e-02   1.301e-02   1.317e-02
NGVSJ12:32:04.80+12:23:42.0   R   19.732      20145      37480     1.336   8.625e-02     4.312e-02   9.937e-03   5.192e-04   7.431e-02   7.130e-02   7.631e-02
NGVSJ12:32:04.80+12:23:42.0   I   19.502       7207      41239     1.250   1.153e-01     5.764e-02   1.039e-02   3.358e-04   2.979e-02   2.814e-02   2.889e-02
NGVSJ12:32:04.80+12:23:42.0   Z   19.132      35697      40202     2.342   8.699e-02     4.350e-02   2.782e-02   4.011e-04   7.614e-02   7.326e-02   7.856e-02
NGVSJ12:32:05.63+11:49:03.6   U   16.184     439391     600192     0.150   4.614e-02     2.307e-02   1.474e-03   4.940e-05   3.280e-02   3.226e-02   3.325e-02
NGVSJ12:32:05.63+11:49:03.6   G   15.385     300059     600187     0.793   3.166e-02     1.583e-02   4.728e-04   1.342e-05   7.465e-03   7.326e-03   7.376e-03
NGVSJ12:32:05.63+11:49:03.6   R   15.013     439391     600187     0.438   3.609e-02     1.805e-02   6.148e-04   1.314e-05   8.781e-03   8.678e-03   8.748e-03
NGVSJ12:32:05.63+11:49:03.6   I   14.785     363131     600167     2.349   1.037e-01     5.186e-02   9.800e-04   2.784e-05   1.680e-02   1.665e-02   1.690e-02
NGVSJ12:32:05.63+11:49:03.6   Z   14.643     363131     600145     1.950   1.605e-01     8.024e-02   1.497e-03   3.779e-05   2.279e-02   2.254e-02   2.301e-02
NGVSJ12:32:07.65+12:26:02.9   U   18.945      55363     123222     0.425   6.700e-02     3.350e-02   9.600e-03   3.239e-04   7.649e-02   7.365e-02   7.901e-02
NGVSJ12:32:07.65+12:26:02.9   G   17.821      55363     123360     0.011   5.524e-02     2.762e-02   3.346e-03   9.484e-05   2.267e-02   2.209e-02   2.255e-02
NGVSJ12:32:07.65+12:26:02.9   R   17.355      55363     123307    -0.269   8.843e-02     4.421e-02   2.724e-03   9.883e-05   2.347e-02   2.301e-02   2.351e-02
NGVSJ12:32:07.65+12:26:02.9   I   16.994      79733     108686     2.466   9.802e-02     4.901e-02   5.407e-03   9.429e-05   2.676e-02   2.630e-02   2.696e-02
NGVSJ12:32:07.65+12:26:02.9   Z   16.818      55363     110730     4.564   1.904e-01     9.519e-02   7.242e-03   1.298e-04   3.064e-02   3.011e-02   3.097e-02
NGVSJ12:32:09.31+12:50:20.2   U   17.843     109575     354929     0.107   1.735e-02     8.677e-03   3.143e-03   4.277e-05   1.472e-02   1.407e-02   1.425e-02
NGVSJ12:32:09.31+12:50:20.2   G   16.768     132617     339532     0.366   1.126e-02     5.628e-03   1.134e-03   1.134e-05   4.802e-03   4.122e-03   4.137e-03
NGVSJ12:32:09.31+12:50:20.2   R   16.294     109575     339151     0.185   6.045e-02     3.022e-02   8.773e-04   3.577e-05   1.200e-02   1.178e-02   1.191e-02
NGVSJ12:32:09.31+12:50:20.2   I   16.006     109575     339386     1.753   1.015e-01     5.076e-02   1.473e-03   4.608e-05   1.535e-02   1.515e-02   1.536e-02
NGVSJ12:32:09.31+12:50:20.2   Z   15.899     109575     368326     2.334   8.922e-02     4.461e-02   2.721e-03   3.670e-05   1.226e-02   1.208e-02   1.222e-02
NGVSJ12:32:10.28+12:33:02.2   U   20.576      34233      84426     0.499   3.772e-02     1.886e-02   2.013e-02   6.439e-04   1.200e-01   1.130e-01   1.262e-01
NGVSJ12:32:10.28+12:33:02.2   G   20.096      15975      45424     0.330   4.866e-02     2.433e-02   8.499e-03   3.648e-04   4.748e-02   4.515e-02   4.711e-02
